"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","exports required functions","WYSIWYG Store Route","Wed Oct 15 04:44:27 UTC 2025","passed","Wed Oct 15 04:44:27 UTC 2025","","","",""
"","0","should allow clearing htmlConfig","shared module","Wed Oct 15 04:44:45 UTC 2025","passed","Wed Oct 15 04:44:45 UTC 2025","","shared object","",""
"","2","createUserSession creates session and sets cookie","Session Module","Wed Oct 15 04:44:39 UTC 2025","passed","Wed Oct 15 04:44:39 UTC 2025","","","",""
"","0","returns fallback if both hero and site defaultOgImage are empty","heroHelper tests","Wed Oct 15 04:44:48 UTC 2025","passed","Wed Oct 15 04:44:48 UTC 2025","getHeroImage","trimInput","",""
"","0","returns correct string for astral code points","decode-codepoint","Wed Oct 15 04:45:01 UTC 2025","passed","Wed Oct 15 04:45:01 UTC 2025","","fromCodePoint","",""
"","1","should handle custom sanitization options","transformHTML","Wed Oct 15 04:44:33 UTC 2025","passed","Wed Oct 15 04:44:33 UTC 2025","","","",""
"","1","should add CloudinaryENVIntegration","Cloudinary Image Service Plugin","Wed Oct 15 04:44:22 UTC 2025","passed","Wed Oct 15 04:44:22 UTC 2025","studiocms:astro:config hook","plugin hooks","",""
"","1","should use empty string for missing variables by default","TemplateRenderer","Wed Oct 15 04:44:49 UTC 2025","passed","Wed Oct 15 04:44:49 UTC 2025","","Missing variables","",""
"","0","logs and throws error for type true","throwMsg","Wed Oct 15 04:44:30 UTC 2025","passed","Wed Oct 15 04:44:30 UTC 2025","","","",""
"","0","should aggregate page views for last30DaysData","buildPageRouteDataObject","Wed Oct 15 04:44:52 UTC 2025","passed","Wed Oct 15 04:44:52 UTC 2025","","","",""
"","21","appends the element to the DOM on initializeWhenReady","UserQuickTools custom element","Wed Oct 15 04:45:19 UTC 2025","passed","Wed Oct 15 04:45:19 UTC 2025","","","",""
"","0","respects SCRYPT_N, SCRYPT_R, SCRYPT_P env vars and clamps them","Config Helper","Wed Oct 15 04:44:31 UTC 2025","passed","Wed Oct 15 04:44:31 UTC 2025","","makePasswordModConfig","",""
"","0","returns ""Visitor"" for ""visitor""","getLabelForPermissionLevel","Wed Oct 15 04:45:13 UTC 2025","passed","Wed Oct 15 04:45:13 UTC 2025","","","",""
"","0","should handle no indentation","String Utilities","Wed Oct 15 04:44:28 UTC 2025","passed","Wed Oct 15 04:44:28 UTC 2025","","dedent","",""
"","2","encryptToString and decryptToString roundtrip","Encryption Module","Wed Oct 15 04:44:57 UTC 2025","passed","Wed Oct 15 04:44:57 UTC 2025","","","",""
"","1","should include all required Discord environment variables","@studiocms/discord","Wed Oct 15 04:44:35 UTC 2025","passed","Wed Oct 15 04:44:35 UTC 2025","","OAuth provider configuration","",""
"","0","defaults to enabled true and default lifetime","SDKSchema","Wed Oct 15 04:44:43 UTC 2025","passed","Wed Oct 15 04:44:43 UTC 2025","","","",""
"","0","plugin creation with empty sanitize options","StudioCMS WYSIWYG Plugin","Wed Oct 15 04:44:42 UTC 2025","passed","Wed Oct 15 04:44:42 UTC 2025","","","",""
"","1","handles multiple requests consistently","WYSIWYG Grapes CSS Route","Wed Oct 15 04:45:08 UTC 2025","passed","Wed Oct 15 04:45:08 UTC 2025","","","",""
"","1","respects verbose flag for info messages","logMessages","Wed Oct 15 04:44:42 UTC 2025","passed","Wed Oct 15 04:44:42 UTC 2025","","","",""
"","1","reads and parses JSON file content","readJson","Wed Oct 15 04:45:10 UTC 2025","passed","Wed Oct 15 04:45:10 UTC 2025","","","",""
"","0","returns true for a date within the last 30 days","withinLast30Days","Wed Oct 15 04:45:03 UTC 2025","passed","Wed Oct 15 04:45:03 UTC 2025","","","",""
"","0","createMockLogger delegates to console and supports fork","StudioCMSPluginTester","Wed Oct 15 04:44:46 UTC 2025","passed","Wed Oct 15 04:44:46 UTC 2025","","","",""
"","0","should configure GitHub as OAuth provider","@studiocms/github","Wed Oct 15 04:44:35 UTC 2025","passed","Wed Oct 15 04:44:35 UTC 2025","","OAuth provider configuration","",""
"","5","generates correct XML for multiple entries","template","Wed Oct 15 04:44:53 UTC 2025","passed","Wed Oct 15 04:44:53 UTC 2025","","","",""
"","43","should derive key successfully with valid input","Scrypt Module","Wed Oct 15 04:44:27 UTC 2025","passed","Wed Oct 15 04:44:27 UTC 2025","","Scrypt Service","",""
"","1","should handle components with props","transformHTML","Wed Oct 15 04:44:33 UTC 2025","passed","Wed Oct 15 04:44:33 UTC 2025","","","",""
"","0","handles allowComponents if supported","WYSIWYG Types and Schema","Wed Oct 15 04:44:34 UTC 2025","passed","Wed Oct 15 04:44:34 UTC 2025","","Schema edge cases","",""
"","0","should return a valid StudioCMSPlugin object","@studiocms/discord","Wed Oct 15 04:44:35 UTC 2025","passed","Wed Oct 15 04:44:35 UTC 2025","","plugin creation","",""
"","1","handles cache config object","SDKCacheSchema","Wed Oct 15 04:44:43 UTC 2025","passed","Wed Oct 15 04:44:43 UTC 2025","","","",""
"","3","getUserFromEmail returns undefined for invalid email","User Module","Wed Oct 15 04:44:29 UTC 2025","passed","Wed Oct 15 04:44:29 UTC 2025","","","",""
"","0","should handle non-Error throws","tryCatch","Wed Oct 15 04:44:27 UTC 2025","passed","Wed Oct 15 04:44:27 UTC 2025","","error handling and types","",""
"","0","plugin exports default function","StudioCMS WYSIWYG Plugin","Wed Oct 15 04:44:42 UTC 2025","passed","Wed Oct 15 04:44:42 UTC 2025","","","",""
"","0","plugin creation with custom renderer","StudioCMS MarkDoc Plugin","Wed Oct 15 04:44:33 UTC 2025","passed","Wed Oct 15 04:44:33 UTC 2025","","","",""
"","1","should create a context tag","DrizzleClient","Wed Oct 15 04:44:42 UTC 2025","passed","Wed Oct 15 04:44:42 UTC 2025","","","",""
"","2","throws on invalid config","Zod Utils","Wed Oct 15 04:44:47 UTC 2025","passed","Wed Oct 15 04:44:47 UTC 2025","","parseConfig","",""
"","3","Renderer handles undefined content","MarkDoc Renderer component","Wed Oct 15 04:44:29 UTC 2025","passed","Wed Oct 15 04:44:29 UTC 2025","","Edge cases","",""
"","0","should handle consecutive underscores","String Utilities","Wed Oct 15 04:44:28 UTC 2025","passed","Wed Oct 15 04:44:28 UTC 2025","","convertUnderscoresToHyphens","",""
"","0","should handle empty string","String Utilities","Wed Oct 15 04:44:28 UTC 2025","passed","Wed Oct 15 04:44:28 UTC 2025","","convertUnderscoresToHyphens","",""
"","0","proxies function components correctly","createComponentProxy","Wed Oct 15 04:44:41 UTC 2025","passed","Wed Oct 15 04:44:41 UTC 2025","","","",""
"","1","dashboard route with path","urlGenFactory","Wed Oct 15 04:45:03 UTC 2025","passed","Wed Oct 15 04:45:03 UTC 2025","","","",""
"","1","should return a 405 response with correct headers","response-helpers","Wed Oct 15 04:44:39 UTC 2025","passed","Wed Oct 15 04:44:39 UTC 2025","","AllResponse","",""
"","1","CheckIfUnsafe.username returns false for a non-reserved username","CheckIfUnsafe Utils","Wed Oct 15 04:45:05 UTC 2025","passed","Wed Oct 15 04:45:05 UTC 2025","","","",""
"","2","the endpoint responds with the expected config","Config Utils Integration Utility tests","Wed Oct 15 04:45:07 UTC 2025","passed","Wed Oct 15 04:45:07 UTC 2025","","the integration loads and serves basic config over endpoint","",""
"","1","should validate Astro flavor schema correctly","studiocmsMD","Wed Oct 15 04:44:21 UTC 2025","passed","Wed Oct 15 04:44:21 UTC 2025","","schema validation","",""
"","7","should throw ComponentNotFoundError for unregistered component","ComponentRegistry","Wed Oct 15 04:44:23 UTC 2025","passed","Wed Oct 15 04:44:23 UTC 2025","","getComponentProps","",""
"","2","should reject invalid logLevel","StudioCMSOptionsSchema","Wed Oct 15 04:44:56 UTC 2025","passed","Wed Oct 15 04:44:56 UTC 2025","","","",""
"","4","fetches latest version from npm and returns it","getLatestVersion","Wed Oct 15 04:44:40 UTC 2025","passed","Wed Oct 15 04:44:40 UTC 2025","","","",""
"","2","handles undefined content","WYSIWYG Render Component","Wed Oct 15 04:45:00 UTC 2025","passed","Wed Oct 15 04:45:00 UTC 2025","","","",""
"","0","srvHostname returns nulls for empty records","Libravatar Utils","Wed Oct 15 04:44:46 UTC 2025","passed","Wed Oct 15 04:44:46 UTC 2025","","","",""
"","26","parses package name and versions","loadChangelog","Wed Oct 15 04:44:47 UTC 2025","passed","Wed Oct 15 04:44:47 UTC 2025","","","",""
"","1","renders complex nested children","MarkDocReactRenderer","Wed Oct 15 04:44:54 UTC 2025","passed","Wed Oct 15 04:44:54 UTC 2025","","","",""
"","25","should register component with custom name","ComponentRegistry","Wed Oct 15 04:44:23 UTC 2025","passed","Wed Oct 15 04:44:23 UTC 2025","","registerComponentFromFile","",""
"","0","returns ""Editor"" for ""editor""","getLabelForPermissionLevel","Wed Oct 15 04:45:13 UTC 2025","passed","Wed Oct 15 04:45:13 UTC 2025","","","",""
"","41","makeSessionId throws SessionError if input is not a string","Session Utils","Wed Oct 15 04:45:05 UTC 2025","passed","Wed Oct 15 04:45:05 UTC 2025","","","",""
"","1","parses pageMetaData for array of diffItems","SDKCore_Parsers","Wed Oct 15 04:44:44 UTC 2025","passed","Wed Oct 15 04:44:44 UTC 2025","","fixDiff","",""
"","0","returns yellow for <=0.25","webVitalsUtils","Wed Oct 15 04:44:26 UTC 2025","passed","Wed Oct 15 04:44:26 UTC 2025","","progressBarClsTrackColor","",""
"","0","plugin handles empty options object","StudioCMS WYSIWYG Plugin","Wed Oct 15 04:44:42 UTC 2025","passed","Wed Oct 15 04:44:42 UTC 2025","","","",""
"","11","encrypt and decrypt Uint8Array roundtrip","Encryption Module","Wed Oct 15 04:44:57 UTC 2025","passed","Wed Oct 15 04:44:57 UTC 2025","","","",""
"","0","should return the passwordReset template","getTemplate","Wed Oct 15 04:45:17 UTC 2025","passed","Wed Oct 15 04:45:17 UTC 2025","","","",""
"","16","should validate with optional props missing","ComponentRegistry","Wed Oct 15 04:44:23 UTC 2025","passed","Wed Oct 15 04:44:23 UTC 2025","","validateProps","",""
"","2","handles empty content","WYSIWYG Render Component","Wed Oct 15 04:45:00 UTC 2025","passed","Wed Oct 15 04:45:00 UTC 2025","","","",""
"","2","validateSessionToken returns null session for invalid token","Session Module","Wed Oct 15 04:44:39 UTC 2025","passed","Wed Oct 15 04:44:39 UTC 2025","","","",""
"","0","logs warning for type ""warn""","throwMsg","Wed Oct 15 04:44:30 UTC 2025","passed","Wed Oct 15 04:44:30 UTC 2025","","","",""
"","2","should create a live layer with configuration","SMTP Service","Wed Oct 15 04:44:24 UTC 2025","passed","Wed Oct 15 04:44:24 UTC 2025","","SMTPTransportConfig","",""
"","1","should create multiple API routes with the provided handlers","Api-Route Tests","Wed Oct 15 04:44:26 UTC 2025","passed","Wed Oct 15 04:44:26 UTC 2025","","createEffectAPIRoutes tests","",""
"","1","plugin sets up virtual imports","StudioCMS MarkDoc Plugin","Wed Oct 15 04:44:33 UTC 2025","passed","Wed Oct 15 04:44:33 UTC 2025","","","",""
"","34","renders basic content","WYSIWYG Render Component","Wed Oct 15 04:45:00 UTC 2025","passed","Wed Oct 15 04:45:00 UTC 2025","","","",""
"","2","should include all required Auth0 environment variables","@studiocms/auth0","Wed Oct 15 04:44:34 UTC 2025","passed","Wed Oct 15 04:44:34 UTC 2025","","OAuth provider configuration","",""
"","0","should return the value of an existing cookie","getCookie","Wed Oct 15 04:44:58 UTC 2025","passed","Wed Oct 15 04:44:58 UTC 2025","","","",""
"","0","should handle multiple variables","TemplateEngine","Wed Oct 15 04:44:46 UTC 2025","passed","Wed Oct 15 04:44:46 UTC 2025","","Basic functionality","",""
"","2","SiteConfigMapID should be ""__StudioCMS_Site_Config""","StudioCMS SDK Constants","Wed Oct 15 04:45:12 UTC 2025","passed","Wed Oct 15 04:45:12 UTC 2025","","","",""
"","0","should create UseBlogPkgConfig with useBlogPkg true","WordPress API Configs","Wed Oct 15 04:44:24 UTC 2025","passed","Wed Oct 15 04:44:24 UTC 2025","","UseBlogPkgConfig","",""
"","3","getPluginInfo returns correct plugin metadata","StudioCMSPluginTester","Wed Oct 15 04:44:46 UTC 2025","passed","Wed Oct 15 04:44:46 UTC 2025","","","",""
"","1","should preserve safe HTML attributes","transformHTML","Wed Oct 15 04:44:33 UTC 2025","passed","Wed Oct 15 04:44:33 UTC 2025","","","",""
"","7","should provide DrizzleDBClientService with config","drizzleDBClientLive","Wed Oct 15 04:44:42 UTC 2025","passed","Wed Oct 15 04:44:42 UTC 2025","","","",""
"","606","render component","Virtual Components Container tests","Wed Oct 15 04:45:02 UTC 2025","passed","Wed Oct 15 04:45:03 UTC 2025","","CustomImage component","",""
"","0","handles empty arrays in sanitize options","WYSIWYG Types and Schema","Wed Oct 15 04:44:34 UTC 2025","passed","Wed Oct 15 04:44:34 UTC 2025","","Schema edge cases","",""
"","0","should return true when variables exist","TemplateParser","Wed Oct 15 04:45:00 UTC 2025","passed","Wed Oct 15 04:45:00 UTC 2025","","hasVariables","",""
"","0","should handle very long URLs","cloudinaryImageService","Wed Oct 15 04:44:30 UTC 2025","passed","Wed Oct 15 04:44:30 UTC 2025","","edge cases","",""
"","0","returns false for a future date","withinLast30Days","Wed Oct 15 04:45:03 UTC 2025","passed","Wed Oct 15 04:45:03 UTC 2025","","","",""
"","0","returns { theme: ""vitepress"" } when opt is ""vitepress""","preRender","Wed Oct 15 04:44:52 UTC 2025","passed","Wed Oct 15 04:44:52 UTC 2025","","parseCallouts","",""
"","0","should combine base and path correctly","pathGenerator utilities","Wed Oct 15 04:44:49 UTC 2025","passed","Wed Oct 15 04:44:49 UTC 2025","","pathWithBase","",""
"","0","makeDashboardRoute should sanitize route","consts.ts","Wed Oct 15 04:44:34 UTC 2025","passed","Wed Oct 15 04:44:34 UTC 2025","","","",""
"","4","should handle empty plugin arrays","renderMDX","Wed Oct 15 04:44:21 UTC 2025","passed","Wed Oct 15 04:44:21 UTC 2025","","Edge cases","",""
"","3","generates correct XML for empty entries","template","Wed Oct 15 04:44:53 UTC 2025","passed","Wed Oct 15 04:44:53 UTC 2025","","","",""
"","0","returns the first configUrl if multiple exist","Watcher Utils","Wed Oct 15 04:45:00 UTC 2025","passed","Wed Oct 15 04:45:00 UTC 2025","","findConfig","",""
"","1","should handle multiple component swaps","transformHTML","Wed Oct 15 04:44:33 UTC 2025","passed","Wed Oct 15 04:44:33 UTC 2025","","","",""
"","1","should allow specific attributes when configured","transformHTML","Wed Oct 15 04:44:33 UTC 2025","passed","Wed Oct 15 04:44:33 UTC 2025","","sanitization with custom options","",""
"","0","should have correct plugin name","studiocmsMDX","Wed Oct 15 04:44:23 UTC 2025","passed","Wed Oct 15 04:44:23 UTC 2025","","plugin configuration","",""
"","1","respects custom options","deepmerge test","Wed Oct 15 04:44:51 UTC 2025","passed","Wed Oct 15 04:44:51 UTC 2025","","deepmerge utility","",""
"","1","returns a non -1 index for a valid branch (example: ""a"" -> 0x61) in the root","determineBranch","Wed Oct 15 04:44:50 UTC 2025","passed","Wed Oct 15 04:44:50 UTC 2025","","","",""
"","0","should generate REST API route for given version","restRoute","Wed Oct 15 04:45:03 UTC 2025","passed","Wed Oct 15 04:45:03 UTC 2025","","","",""
"","0","should reject array with non-numbers","WordPress API Schema","Wed Oct 15 04:44:25 UTC 2025","passed","Wed Oct 15 04:44:25 UTC 2025","","NumberArray","",""
"","0","should configure Discord OAuth provider in studiocms config hook","@studiocms/discord","Wed Oct 15 04:44:35 UTC 2025","passed","Wed Oct 15 04:44:35 UTC 2025","","hooks","",""
"","0","VersionMapID should be ""__StudioCMS_Latest_Version""","StudioCMS SDK Constants","Wed Oct 15 04:45:12 UTC 2025","passed","Wed Oct 15 04:45:12 UTC 2025","","","",""
"","0","should handle empty route string","makePublicRoute","Wed Oct 15 04:45:11 UTC 2025","passed","Wed Oct 15 04:45:11 UTC 2025","","","",""
"","1","renders with undefined content","ReactWrapper.astro","Wed Oct 15 04:44:30 UTC 2025","passed","Wed Oct 15 04:44:30 UTC 2025","","","",""
"","1","renders multiple children","MarkDocReactRenderer","Wed Oct 15 04:44:54 UTC 2025","passed","Wed Oct 15 04:44:54 UTC 2025","","","",""
"","1","should add items to historicalData if name matches collect","buildDataObject","Wed Oct 15 04:44:44 UTC 2025","passed","Wed Oct 15 04:44:44 UTC 2025","","","",""
"","0","should set correct endpoint path","@studiocms/discord","Wed Oct 15 04:44:35 UTC 2025","passed","Wed Oct 15 04:44:35 UTC 2025","","OAuth provider configuration","",""
"","0","should resolve built-in subpaths","nodeNamespaceBuiltinsAstro","Wed Oct 15 04:45:00 UTC 2025","passed","Wed Oct 15 04:45:00 UTC 2025","","resolveBuiltIns","",""
"","0","should return spaces for space-indented line","String Utilities","Wed Oct 15 04:44:28 UTC 2025","passed","Wed Oct 15 04:44:28 UTC 2025","","getIndent","",""
"","0","should not add items to any array if name does not match collect","buildDataObject","Wed Oct 15 04:44:44 UTC 2025","passed","Wed Oct 15 04:44:44 UTC 2025","","","",""
"","0","should convert single underscore to hyphen","String Utilities","Wed Oct 15 04:44:28 UTC 2025","passed","Wed Oct 15 04:44:28 UTC 2025","","convertUnderscoresToHyphens","",""
"","3","Renderer with props 1","Renderer component","Wed Oct 15 04:45:13 UTC 2025","passed","Wed Oct 15 04:45:13 UTC 2025","","","",""
"","0","returns schema defaults if both configs are undefined","Zod Utils","Wed Oct 15 04:44:47 UTC 2025","passed","Wed Oct 15 04:44:47 UTC 2025","","parseAndMerge","",""
"","0","returns fallback if both hero and site defaultOgImage are undefined","heroHelper tests","Wed Oct 15 04:44:48 UTC 2025","passed","Wed Oct 15 04:44:48 UTC 2025","getHeroImage","trimInput","",""
"","0","returns red for >2.5s","webVitalsUtils","Wed Oct 15 04:44:26 UTC 2025","passed","Wed Oct 15 04:44:26 UTC 2025","","progressBarLcpTrackColor","",""
"","1","handles decoding errors gracefully","createComponentProxy","Wed Oct 15 04:44:41 UTC 2025","passed","Wed Oct 15 04:44:41 UTC 2025","","","",""
"","2","StudioCMSDefaultRobotsConfig should generate correct config","consts.ts","Wed Oct 15 04:44:34 UTC 2025","passed","Wed Oct 15 04:44:34 UTC 2025","","","",""
"","0","getLevel returns permissionLevel from UserSessionData","User Utils","Wed Oct 15 04:44:49 UTC 2025","passed","Wed Oct 15 04:44:49 UTC 2025","","","",""
"","0","should set showOAuth to true if any provider is enabled","oAuthButtonProviders","Wed Oct 15 04:45:17 UTC 2025","passed","Wed Oct 15 04:45:17 UTC 2025","","","",""
"","0","should handle string with no underscores","String Utilities","Wed Oct 15 04:44:28 UTC 2025","passed","Wed Oct 15 04:44:28 UTC 2025","","convertUnderscoresToHyphens","",""
"","1","returns cached version if dev mode and cache is fresh","getLatestVersion","Wed Oct 15 04:44:40 UTC 2025","passed","Wed Oct 15 04:44:40 UTC 2025","","","",""
"","3","should handle minimal configuration","SMTP Service","Wed Oct 15 04:44:30 UTC 2025","passed","Wed Oct 15 04:44:30 UTC 2025","","Configuration conversion","",""
"","0","throws if crawlDelay is out of range","generateContent","Wed Oct 15 04:44:30 UTC 2025","passed","Wed Oct 15 04:44:30 UTC 2025","","","",""
"","0","renders null children","MarkDocReactRenderer","Wed Oct 15 04:44:54 UTC 2025","passed","Wed Oct 15 04:44:54 UTC 2025","","","",""
"","4","generateRandomPassword returns a string of correct length","SDKCore_Generators","Wed Oct 15 04:45:02 UTC 2025","passed","Wed Oct 15 04:45:02 UTC 2025","","","",""
"","1","should create AstroAPIContextProvider with context","WordPress API Configs","Wed Oct 15 04:44:24 UTC 2025","passed","Wed Oct 15 04:44:24 UTC 2025","","AstroAPIContextProvider","",""
"","7","render component","Components Container tests","Wed Oct 15 04:44:39 UTC 2025","passed","Wed Oct 15 04:44:39 UTC 2025","SSRUser component","Shared components","",""
"","1","renders with null content","ReactWrapper.astro","Wed Oct 15 04:44:30 UTC 2025","passed","Wed Oct 15 04:44:30 UTC 2025","","","",""
"","3","calls fetch with correct arguments and shows success toast on login","formListener","Wed Oct 15 04:45:19 UTC 2025","passed","Wed Oct 15 04:45:19 UTC 2025","","","",""
"","0","should have correct identifier constant","Cloudinary Image Service Plugin","Wed Oct 15 04:44:22 UTC 2025","passed","Wed Oct 15 04:44:22 UTC 2025","","cloudinaryImageService","",""
"","1","plugin exports default function","StudioCMS MarkDoc Plugin","Wed Oct 15 04:44:33 UTC 2025","passed","Wed Oct 15 04:44:33 UTC 2025","","","",""
"","35","catches errors thrown in the callback and returns an Error","resolver","Wed Oct 15 04:45:04 UTC 2025","passed","Wed Oct 15 04:45:04 UTC 2025","","","",""
"","0","should have the correct description","shared module","Wed Oct 15 04:44:45 UTC 2025","passed","Wed Oct 15 04:44:45 UTC 2025","","symbol","",""
"","1","should define required environment variables","@studiocms/github","Wed Oct 15 04:44:35 UTC 2025","passed","Wed Oct 15 04:44:35 UTC 2025","","hooks","",""
"","1","should validate complete settings data","WordPress API Schema","Wed Oct 15 04:44:25 UTC 2025","passed","Wed Oct 15 04:44:25 UTC 2025","","SiteSettings","",""
"","0","Editor validates props interface","Editor component","Wed Oct 15 04:44:32 UTC 2025","passed","Wed Oct 15 04:44:32 UTC 2025","","","",""
"","1","should define required environment variables","@studiocms/discord","Wed Oct 15 04:44:35 UTC 2025","passed","Wed Oct 15 04:44:35 UTC 2025","","hooks","",""
"","1","handles success responses","WYSIWYG Store Route","Wed Oct 15 04:44:27 UTC 2025","passed","Wed Oct 15 04:44:27 UTC 2025","","","",""
"","1","renders with array of React elements","ReactWrapper.astro","Wed Oct 15 04:44:30 UTC 2025","passed","Wed Oct 15 04:44:30 UTC 2025","","","",""
"","0","should have hooks object","@studiocms/discord","Wed Oct 15 04:44:35 UTC 2025","passed","Wed Oct 15 04:44:35 UTC 2025","","plugin structure","",""
"","0","convertToSafeString returns empty string for empty input","utils/safeString","Wed Oct 15 04:45:10 UTC 2025","passed","Wed Oct 15 04:45:10 UTC 2025","","","",""
"","1","should set up virtual imports correctly for Astro flavor without script injection","studiocmsMD","Wed Oct 15 04:44:21 UTC 2025","passed","Wed Oct 15 04:44:21 UTC 2025","","plugin hooks","",""
"","0","should not have other hooks","@studiocms/github","Wed Oct 15 04:44:35 UTC 2025","passed","Wed Oct 15 04:44:35 UTC 2025","","hook implementation","",""
"","0","handles database operations","WYSIWYG Store Route","Wed Oct 15 04:44:27 UTC 2025","passed","Wed Oct 15 04:44:27 UTC 2025","","","",""
"","0","validates minimal sanitize options","WYSIWYG Types and Schema","Wed Oct 15 04:44:34 UTC 2025","passed","Wed Oct 15 04:44:34 UTC 2025","","WYSIWYGSchema","",""
"","1","handles container creation and configuration","renderReact","Wed Oct 15 04:44:31 UTC 2025","passed","Wed Oct 15 04:44:31 UTC 2025","","","",""
"","0","should include availableTranslations in serverUiTranslations","i18n/config","Wed Oct 15 04:45:08 UTC 2025","passed","Wed Oct 15 04:45:08 UTC 2025","","","",""
"","2","Renderer handles malformed Markdoc syntax","MarkDoc Renderer component","Wed Oct 15 04:44:29 UTC 2025","passed","Wed Oct 15 04:44:29 UTC 2025","","Edge cases","",""
"","0","should default demoMode to false if not provided","developerConfigSchema","Wed Oct 15 04:45:08 UTC 2025","passed","Wed Oct 15 04:45:08 UTC 2025","","","",""
"","7","should resolve with the result of the function","DrizzleDBClientService","Wed Oct 15 04:44:42 UTC 2025","passed","Wed Oct 15 04:44:42 UTC 2025","","execute","",""
"","0","should validate double sidebar page","DashboardPageSchema","Wed Oct 15 04:44:33 UTC 2025","passed","Wed Oct 15 04:44:33 UTC 2025","","","",""
"","0","should return null result and error for throwing sync function","tryCatch","Wed Oct 15 04:44:27 UTC 2025","passed","Wed Oct 15 04:44:27 UTC 2025","","with synchronous functions","",""
"","2450","should send email successfully","SMTP Service","Wed Oct 15 04:44:26 UTC 2025","passed","Wed Oct 15 04:44:28 UTC 2025","","Mail sending","",""
"","6","Renderer throws with no props","Renderer component","Wed Oct 15 04:45:12 UTC 2025","passed","Wed Oct 15 04:45:12 UTC 2025","","","",""
"","0","should return path unchanged if no leading slash","pathGenerator utilities","Wed Oct 15 04:44:49 UTC 2025","passed","Wed Oct 15 04:44:49 UTC 2025","","stripLeadingSlash","",""
"","0","returns replacement character for invalid code points","decode-codepoint","Wed Oct 15 04:45:01 UTC 2025","passed","Wed Oct 15 04:45:01 UTC 2025","","decodeCodePoint","",""
"","0","returns red for >4s","webVitalsUtils","Wed Oct 15 04:44:26 UTC 2025","passed","Wed Oct 15 04:44:26 UTC 2025","","progressBarLcpColor","",""
"","2","throws on unexpected structure","loadChangelog","Wed Oct 15 04:44:47 UTC 2025","passed","Wed Oct 15 04:44:47 UTC 2025","","","",""
"","0","should allow valid GridItemUsable","GridItemUsable","Wed Oct 15 04:44:33 UTC 2025","passed","Wed Oct 15 04:44:33 UTC 2025","","","",""
"","3","Renderer with props 3","Renderer component","Wed Oct 15 04:45:12 UTC 2025","passed","Wed Oct 15 04:45:12 UTC 2025","","","",""
"","0","should handle consecutive hyphens","String Utilities","Wed Oct 15 04:44:28 UTC 2025","passed","Wed Oct 15 04:44:28 UTC 2025","","convertHyphensToUnderscores","",""
"","0","should accept empty object","HTMLSchema","Wed Oct 15 04:44:56 UTC 2025","passed","Wed Oct 15 04:44:56 UTC 2025","","validation","",""
"","2","plugin creation with custom options","StudioCMS WYSIWYG Plugin","Wed Oct 15 04:44:42 UTC 2025","passed","Wed Oct 15 04:44:42 UTC 2025","","","",""
"","2","should call queryFn with execute and input","DrizzleDBClientService","Wed Oct 15 04:44:42 UTC 2025","passed","Wed Oct 15 04:44:42 UTC 2025","","makeQuery","",""
"","0","accepts valid lifetime","CacheConfigSchema","Wed Oct 15 04:44:43 UTC 2025","passed","Wed Oct 15 04:44:43 UTC 2025","","","",""
