"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should reject invalid endpoint type","schema","Sat Oct 18 10:55:43 UTC 2025","passed","Sat Oct 18 10:55:43 UTC 2025","","StudioCMSDevAppsSchema","",""
"","0","should use package name in integration name","Cloudinary Image Service Plugin","Sat Oct 18 10:55:21 UTC 2025","passed","Sat Oct 18 10:55:21 UTC 2025","","integration name","",""
"","30","runs dev and sets up watch","builder","Sat Oct 18 10:55:38 UTC 2025","passed","Sat Oct 18 10:55:38 UTC 2025","","","",""
"","0","VersionMapID should be ""__StudioCMS_Latest_Version""","StudioCMS SDK Constants","Sat Oct 18 10:56:09 UTC 2025","passed","Sat Oct 18 10:56:09 UTC 2025","","","",""
"","0","should allow clearing htmlConfig","shared module","Sat Oct 18 10:55:44 UTC 2025","passed","Sat Oct 18 10:55:44 UTC 2025","","shared object","",""
"","0","should return empty string for empty string","String Utilities","Sat Oct 18 10:55:27 UTC 2025","passed","Sat Oct 18 10:55:27 UTC 2025","","getIndent","",""
"","0","should handle empty JSON object","readJson","Sat Oct 18 10:55:51 UTC 2025","passed","Sat Oct 18 10:55:51 UTC 2025","","","",""
"","2","plugin sets up astro config integration","StudioCMS WYSIWYG Plugin","Sat Oct 18 10:55:40 UTC 2025","passed","Sat Oct 18 10:55:40 UTC 2025","","","",""
"","0","rejects missing required fields","SafePluginListItemSchema","Sat Oct 18 10:55:48 UTC 2025","passed","Sat Oct 18 10:55:48 UTC 2025","","","",""
"","0","should accept allowUserRegistration as false","localUsernameAndPasswordConfig","Sat Oct 18 10:55:51 UTC 2025","passed","Sat Oct 18 10:55:51 UTC 2025","","","",""
"","0","includes drafts if includeDrafts is true","filterPagesByDraftAndIndex","Sat Oct 18 10:55:31 UTC 2025","passed","Sat Oct 18 10:55:31 UTC 2025","","","",""
"","1","should reject invalid callouts value","studiocmsMD","Sat Oct 18 10:55:20 UTC 2025","passed","Sat Oct 18 10:55:20 UTC 2025","","schema validation","",""
"","0","should parse multiple variables","TemplateParser","Sat Oct 18 10:55:57 UTC 2025","passed","Sat Oct 18 10:55:57 UTC 2025","","parse","",""
"","0","FolderListMapID should be ""__StudioCMS_Folder_List""","StudioCMS SDK Constants","Sat Oct 18 10:56:09 UTC 2025","passed","Sat Oct 18 10:56:09 UTC 2025","","","",""
"","0","StudioCMSPkgId should be ""studiocms""","StudioCMS SDK Constants","Sat Oct 18 10:56:09 UTC 2025","passed","Sat Oct 18 10:56:09 UTC 2025","","","",""
"","1","validates complex sanitize options","WYSIWYG Types and Schema","Sat Oct 18 10:55:33 UTC 2025","passed","Sat Oct 18 10:55:33 UTC 2025","","WYSIWYGSchema","",""
"","14","renders markdown using Astro processor when flavor is astro","preRender","Sat Oct 18 10:55:50 UTC 2025","passed","Sat Oct 18 10:55:50 UTC 2025","","","",""
"","0","remapFilterSitemap filters by package and handles empty array","getBlogRoute","Sat Oct 18 10:55:49 UTC 2025","passed","Sat Oct 18 10:55:49 UTC 2025","","","",""
"","0","should merge options when updating","TemplateRenderer","Sat Oct 18 10:55:47 UTC 2025","passed","Sat Oct 18 10:55:47 UTC 2025","","Options management","",""
"","0","verifyPasswordLength returns error for short password","Password Utils","Sat Oct 18 10:55:52 UTC 2025","passed","Sat Oct 18 10:55:52 UTC 2025","","","",""
"","1","should allow custom status and headers","response-helpers","Sat Oct 18 10:55:37 UTC 2025","passed","Sat Oct 18 10:55:37 UTC 2025","","createJsonResponse","",""
"","4","render component no props","Components Container tests","Sat Oct 18 10:55:37 UTC 2025","passed","Sat Oct 18 10:55:37 UTC 2025","StaticAuthCheck component","Auth components","",""
"","4","should create a plugin with correct metadata","@studiocms/google","Sat Oct 18 10:55:33 UTC 2025","passed","Sat Oct 18 10:55:33 UTC 2025","","plugin creation","",""
"","0","should create layer with makeLayer","WordPress API Configs","Sat Oct 18 10:55:24 UTC 2025","passed","Sat Oct 18 10:55:24 UTC 2025","","APIEndpointConfig","",""
"","12","should report missing required props","ComponentRegistry","Sat Oct 18 10:55:22 UTC 2025","passed","Sat Oct 18 10:55:22 UTC 2025","","validateProps","",""
"","2","getUserPermissionLevel returns correct enum","User Module","Sat Oct 18 10:55:28 UTC 2025","passed","Sat Oct 18 10:55:28 UTC 2025","","","",""
"","0","should be a string","FALLBACK_OG_IMAGE","Sat Oct 18 10:56:14 UTC 2025","passed","Sat Oct 18 10:56:14 UTC 2025","","","",""
"","0","should work with dedent on indented code with hyphens","String Utilities","Sat Oct 18 10:55:27 UTC 2025","passed","Sat Oct 18 10:55:27 UTC 2025","","integration tests","",""
"","2","returns translation for given key and language","i18n/server","Sat Oct 18 10:55:50 UTC 2025","passed","Sat Oct 18 10:55:50 UTC 2025","","useTranslations","",""
"","2","decodes named HTML entities (legacy mode)","decodeHTML","Sat Oct 18 10:55:48 UTC 2025","passed","Sat Oct 18 10:55:48 UTC 2025","","","",""
"","0","should work with different virtualIds","buildAliasExports","Sat Oct 18 10:55:52 UTC 2025","passed","Sat Oct 18 10:55:52 UTC 2025","","","",""
"","32","Editor with props","Editor component","Sat Oct 18 10:56:14 UTC 2025","passed","Sat Oct 18 10:56:14 UTC 2025","","","",""
"","0","should convert booleans to strings","TemplateRenderer","Sat Oct 18 10:55:47 UTC 2025","passed","Sat Oct 18 10:55:47 UTC 2025","","Data types","",""
"","1","sorts summaries by score ascending","processWebVitalsRouteSummary","Sat Oct 18 10:55:43 UTC 2025","passed","Sat Oct 18 10:55:43 UTC 2025","","","",""
"","3","the endpoint responds with the expected initial reports","Config Utils Integration Utility tests","Sat Oct 18 10:56:05 UTC 2025","passed","Sat Oct 18 10:56:05 UTC 2025","","the file watcher reports that its watching the config file","",""
"","0","should generate Cloudinary URL for external HTTP image","cloudinaryImageService","Sat Oct 18 10:55:27 UTC 2025","passed","Sat Oct 18 10:55:27 UTC 2025","","successful image generation","",""
"","92","should produce consistent results for same input","Scrypt Module","Sat Oct 18 10:55:25 UTC 2025","passed","Sat Oct 18 10:55:26 UTC 2025","","Scrypt Service","",""
"","1","CheckIfUnsafe.password returns false for a non-common password","CheckIfUnsafe Utils","Sat Oct 18 10:56:04 UTC 2025","passed","Sat Oct 18 10:56:04 UTC 2025","","","",""
"","5","should use defaults when no config is provided","FrontEndConfigSchema","Sat Oct 18 10:55:55 UTC 2025","passed","Sat Oct 18 10:55:55 UTC 2025","","","",""
"","4","renders editor without page id","WYSIWYG Editor Component","Sat Oct 18 10:55:56 UTC 2025","passed","Sat Oct 18 10:55:56 UTC 2025","","","",""
"","1","should validate complete post data","WordPress API Schema","Sat Oct 18 10:55:24 UTC 2025","passed","Sat Oct 18 10:55:24 UTC 2025","","Post","",""
"","2","should return true for a date within the last 24 hours","checkDate","Sat Oct 18 10:55:58 UTC 2025","passed","Sat Oct 18 10:55:58 UTC 2025","","","",""
"","0","should set correct endpoint path","@studiocms/github","Sat Oct 18 10:55:34 UTC 2025","passed","Sat Oct 18 10:55:34 UTC 2025","","OAuth provider configuration","",""
"","5","parses valid config","Zod Utils","Sat Oct 18 10:55:45 UTC 2025","passed","Sat Oct 18 10:55:45 UTC 2025","","parseConfig","",""
"","0","returns yellow for >100 and <=200","webVitalsUtils","Sat Oct 18 10:55:26 UTC 2025","passed","Sat Oct 18 10:55:26 UTC 2025","","progressBarInpColor","",""
"","0","should return null result and error for throwing sync function","tryCatch","Sat Oct 18 10:55:26 UTC 2025","passed","Sat Oct 18 10:55:26 UTC 2025","","with synchronous functions","",""
"","0","should combine base and path correctly","pathGenerator utilities","Sat Oct 18 10:55:47 UTC 2025","passed","Sat Oct 18 10:55:47 UTC 2025","","pathWithBase","",""
"","4","getUserData returns logged in session for valid token","User Module","Sat Oct 18 10:55:28 UTC 2025","passed","Sat Oct 18 10:55:28 UTC 2025","","","",""
"","1","createRenderer returns identity function","WYSIWYG Partial Route","Sat Oct 18 10:55:57 UTC 2025","passed","Sat Oct 18 10:55:57 UTC 2025","","","",""
"","4","throws if host is not a string","validateHost","Sat Oct 18 10:55:27 UTC 2025","passed","Sat Oct 18 10:55:27 UTC 2025","","","",""
"","2","should throw error for missing variables in strict mode","TemplateEngine","Sat Oct 18 10:55:44 UTC 2025","passed","Sat Oct 18 10:55:44 UTC 2025","","Strict mode","",""
"","0","userInvite template should contain required variables","defaultTemplates","Sat Oct 18 10:56:00 UTC 2025","passed","Sat Oct 18 10:56:00 UTC 2025","","","",""
"","2","should create a Logger instance and log at correct level","makeLogger","Sat Oct 18 10:55:45 UTC 2025","passed","Sat Oct 18 10:55:45 UTC 2025","","","",""
"","0","should handle empty string","pathGenerator utilities","Sat Oct 18 10:55:47 UTC 2025","passed","Sat Oct 18 10:55:47 UTC 2025","","ensureLeadingSlash","",""
"","4","should create window element with correct properties","app-utils","Sat Oct 18 10:55:31 UTC 2025","passed","Sat Oct 18 10:55:31 UTC 2025","","createWindowElement","",""
"","0","should create layer with makeLayer","WordPress API Configs","Sat Oct 18 10:55:24 UTC 2025","passed","Sat Oct 18 10:55:24 UTC 2025","","CategoryOrTagConfig","",""
"","0","returns false for a date older than 30 days","withinLast30Days","Sat Oct 18 10:56:01 UTC 2025","passed","Sat Oct 18 10:56:01 UTC 2025","","","",""
"","0","should allow valid GridItem","GridItem","Sat Oct 18 10:55:32 UTC 2025","passed","Sat Oct 18 10:55:32 UTC 2025","","","",""
"","7","render component","Components Container tests","Sat Oct 18 10:55:37 UTC 2025","passed","Sat Oct 18 10:55:37 UTC 2025","OAuthButtonStack component","Auth components","",""
"","0","throws SyntaxError for empty string","Utils","Sat Oct 18 10:55:42 UTC 2025","passed","Sat Oct 18 10:55:42 UTC 2025","","parse","",""
"","0","getLevel returns permissionsData.rank from CombinedUserData","User Utils","Sat Oct 18 10:55:47 UTC 2025","passed","Sat Oct 18 10:55:47 UTC 2025","","","",""
"","0","returns replacement character for surrogate code points","decode-codepoint","Sat Oct 18 10:55:59 UTC 2025","passed","Sat Oct 18 10:55:59 UTC 2025","","replaceCodePoint","",""
"","7","should resolve with the result of the function","DrizzleDBClientService","Sat Oct 18 10:55:40 UTC 2025","passed","Sat Oct 18 10:55:40 UTC 2025","","execute","",""
"","3","should generate virtual import code with given keys, props, and components","buildVirtualImport","Sat Oct 18 10:55:52 UTC 2025","passed","Sat Oct 18 10:55:52 UTC 2025","","","",""
"","8","should transform HTML with basic component swapping","transformHTML","Sat Oct 18 10:55:31 UTC 2025","passed","Sat Oct 18 10:55:31 UTC 2025","","","",""
"","0","should use the same globalThis key as the symbol","shared module","Sat Oct 18 10:55:44 UTC 2025","passed","Sat Oct 18 10:55:44 UTC 2025","","globalThis integration","",""
"","2","parses pageMetaData for array of diffItems","SDKCore_Parsers","Sat Oct 18 10:55:42 UTC 2025","passed","Sat Oct 18 10:55:42 UTC 2025","","fixDiff","",""
"","13","processes valid group and returns correct summary","processWebVitalsRouteSummary","Sat Oct 18 10:55:43 UTC 2025","passed","Sat Oct 18 10:55:43 UTC 2025","","","",""
"","0","handles strings without underscores or prefix","safeString","Sat Oct 18 10:56:09 UTC 2025","passed","Sat Oct 18 10:56:09 UTC 2025","","","",""
"","1","returns a forked logger with correct namespace","pluginLogger","Sat Oct 18 10:55:40 UTC 2025","passed","Sat Oct 18 10:55:40 UTC 2025","","","",""
"","1","parses pageMetaData for single diffItem","SDKCore_Parsers","Sat Oct 18 10:55:42 UTC 2025","passed","Sat Oct 18 10:55:42 UTC 2025","","fixDiff","",""
"","0","throws error for invalid allowAttributes type","WYSIWYG Types and Schema","Sat Oct 18 10:55:33 UTC 2025","passed","Sat Oct 18 10:55:33 UTC 2025","","WYSIWYGSchema","",""
"","1","should validate double sidebar page","DashboardPageSchema","Sat Oct 18 10:55:32 UTC 2025","passed","Sat Oct 18 10:55:32 UTC 2025","","","",""
"","0","should use custom default value","TemplateRenderer","Sat Oct 18 10:55:47 UTC 2025","passed","Sat Oct 18 10:55:47 UTC 2025","","Missing variables","",""
"","2","extracts Props interface from Astro frontmatter","PropsParser","Sat Oct 18 10:55:46 UTC 2025","passed","Sat Oct 18 10:55:46 UTC 2025","","extractPropsFromAstroFile","",""
"","0","StudioCMSRoutes.fts contains expected keys","routeMap","Sat Oct 18 10:55:32 UTC 2025","passed","Sat Oct 18 10:55:32 UTC 2025","","","",""
"","0","should provide default empty object when empty object provided","HTMLSchema","Sat Oct 18 10:55:54 UTC 2025","passed","Sat Oct 18 10:55:54 UTC 2025","","default values","",""
"","0","should set type and cause correctly","SDKCoreError","Sat Oct 18 10:56:08 UTC 2025","passed","Sat Oct 18 10:56:08 UTC 2025","","","",""
"","0","returns the first configUrl if multiple exist","Watcher Utils","Sat Oct 18 10:55:57 UTC 2025","passed","Sat Oct 18 10:55:57 UTC 2025","","findConfig","",""
"","0","throws error for invalid sanitize options","WYSIWYG Types and Schema","Sat Oct 18 10:55:33 UTC 2025","passed","Sat Oct 18 10:55:33 UTC 2025","","WYSIWYGSchema","",""
"","4","renders markdown using StudioCMS processor by default","preRender","Sat Oct 18 10:55:50 UTC 2025","passed","Sat Oct 18 10:55:50 UTC 2025","","","",""
"","0","renderMarkDoc handles whitespace content","MarkDoc Render Library","Sat Oct 18 10:55:29 UTC 2025","passed","Sat Oct 18 10:55:29 UTC 2025","","","",""
"","1","should validate a checkbox field","FieldSchema","Sat Oct 18 10:55:32 UTC 2025","passed","Sat Oct 18 10:55:32 UTC 2025","","","",""
"","0","should handle tab indentation","String Utilities","Sat Oct 18 10:55:27 UTC 2025","passed","Sat Oct 18 10:55:27 UTC 2025","","dedent","",""
"","1","should have the correct hooks defined","@studiocms/github","Sat Oct 18 10:55:34 UTC 2025","passed","Sat Oct 18 10:55:34 UTC 2025","","hooks","",""
"","2","should return original src when CMS_CLOUDINARY_CLOUDNAME is not set","cloudinaryImageService","Sat Oct 18 10:55:27 UTC 2025","passed","Sat Oct 18 10:55:27 UTC 2025","","error handling","",""
"","0","should allow partial blog config and fill defaults","FrontEndConfigSchema","Sat Oct 18 10:55:55 UTC 2025","passed","Sat Oct 18 10:55:55 UTC 2025","","","",""
"","0","skips metric groups with less than 4 items","processWebVitalsSummary","Sat Oct 18 10:55:44 UTC 2025","passed","Sat Oct 18 10:55:44 UTC 2025","","","",""
"","2","should export the object as default","buildDefaultOnlyVirtual","Sat Oct 18 10:55:47 UTC 2025","passed","Sat Oct 18 10:55:47 UTC 2025","","","",""
"","2","throws if statSync fails","getFileSizeInKilobytes","Sat Oct 18 10:56:00 UTC 2025","passed","Sat Oct 18 10:56:00 UTC 2025","","","",""
"","3","render component","Components Container tests","Sat Oct 18 10:55:37 UTC 2025","passed","Sat Oct 18 10:55:37 UTC 2025","PageHeader component","First Time Setup components","",""
"","1","returns yellow for >2.5s and <=4s","webVitalsUtils","Sat Oct 18 10:55:26 UTC 2025","passed","Sat Oct 18 10:55:26 UTC 2025","","progressBarLcpColor","",""
"","1","should define required environment variables","@studiocms/google","Sat Oct 18 10:55:33 UTC 2025","passed","Sat Oct 18 10:55:33 UTC 2025","","hooks","",""
"","1","should allow setting htmlConfig","shared module","Sat Oct 18 10:55:44 UTC 2025","passed","Sat Oct 18 10:55:44 UTC 2025","","shared object","",""
"","0","returns schema defaults if both configs are undefined","Zod Utils","Sat Oct 18 10:55:45 UTC 2025","passed","Sat Oct 18 10:55:45 UTC 2025","","parseAndMerge","",""
"","1","throws if session.expTime is not a positive integer","Config Helper","Sat Oct 18 10:55:29 UTC 2025","passed","Sat Oct 18 10:55:29 UTC 2025","","makePasswordModConfig","",""
"","0","should have a non-zero length","htmlDecodeTree","Sat Oct 18 10:56:11 UTC 2025","passed","Sat Oct 18 10:56:11 UTC 2025","","","",""
"","1","should handle StudioCMS flavor with callouts disabled","studiocmsMD","Sat Oct 18 10:55:20 UTC 2025","passed","Sat Oct 18 10:55:20 UTC 2025","","plugin creation","",""
"","0","returns false when opt is false","preRender","Sat Oct 18 10:55:50 UTC 2025","passed","Sat Oct 18 10:55:50 UTC 2025","","parseCallouts","",""
"","3","render component","Components Container tests","Sat Oct 18 10:55:37 UTC 2025","passed","Sat Oct 18 10:55:37 UTC 2025","Global component","Shared components","",""
"","0","should export editor CSRF cookie name","consts.ts","Sat Oct 18 10:55:32 UTC 2025","passed","Sat Oct 18 10:55:32 UTC 2025","","","",""
"","4","Editor with null content","MDX Editor component","Sat Oct 18 10:55:42 UTC 2025","passed","Sat Oct 18 10:55:42 UTC 2025","","Edge cases","",""
